time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
8/25/2012,33.9,24.6,8.8,19.7,172
8/26/2012,32.9,24.9,0.3,18.3,157
8/27/2012,34.2,23.2,0,11.3,43
8/28/2012,34,24.9,0,12.3,15
8/29/2012,35.2,26.1,0,20.3,10
8/30/2012,36.4,25.8,0,14.9,355
8/31/2012,36.3,26.8,0,16.1,176
9/1/2012,35.6,25.5,0.2,19.8,175
9/2/2012,36.5,25.3,0,18.7,186
9/3/2012,37.3,24.3,0,19.3,184
9/4/2012,37.4,25.5,0,19.1,185
9/5/2012,37.3,23.9,0,16.6,175
9/6/2012,36.6,24.4,0,14.8,174
9/7/2012,37.3,24.7,0,14.4,189
9/8/2012,31.3,26.1,0,24.8,13
9/9/2012,32.3,20.7,0,10.7,26
9/10/2012,33.1,18,0,12.2,63
9/11/2012,32.6,19.2,0,20.2,137
9/12/2012,32.4,23.5,0.8,17.9,149
9/13/2012,28.8,23.6,10.7,16.9,145
9/14/2012,24.4,18.6,8.6,15.3,2
9/15/2012,26.3,18.4,0.1,13.3,14
9/16/2012,22.7,18.3,30.5,10.1,11
9/17/2012,26.6,17.1,0,8,7
9/18/2012,28.3,17.7,0,12.9,3
9/19/2012,28.2,18.2,0,9.2,49
9/20/2012,30,17.5,0,12.5,185
9/21/2012,30.3,17.3,0,9.7,178
9/22/2012,30.7,17.6,0,9.8,146
9/23/2012,32.1,19.2,0,8.4,156
9/24/2012,32.1,21.7,0,19.3,178
9/25/2012,33,22.1,0,22.2,177
9/26/2012,32.3,23.1,0,19,164
9/27/2012,30.7,21.8,0.3,14.6,132
9/28/2012,29.5,22.3,9.1,10.6,99
9/29/2012,25.9,20.9,46.3,27.3,136
9/30/2012,24.5,19.7,0,28.6,345
10/1/2012,26.2,16.2,0.3,12.9,326
10/2/2012,24.6,17.3,0,17.4,338
10/3/2012,27.5,13.9,0,15.3,173
10/4/2012,31.4,19.7,0,21.7,158
10/5/2012,30.2,21.9,0,16.2,174
10/6/2012,25.9,15.2,0.1,21.6,28
10/7/2012,14.5,10.7,0.2,22,15
10/8/2012,19.1,10.8,0,14.5,38
10/9/2012,28,14.3,0,23.2,195
10/10/2012,28.7,19.2,0,14,140
10/11/2012,28.6,21.8,0.3,17.1,153
10/12/2012,28.9,21.2,0,16.7,156
10/13/2012,28.4,22.6,9.2,22.7,171
10/14/2012,28.8,20.6,10,22.6,266
10/15/2012,25.3,17,0,10.7,48
10/16/2012,22,16.8,2.7,14.5,158
10/17/2012,31,16.6,0,20.6,218
10/18/2012,24.5,17.5,0,20.1,37
10/19/2012,26.2,11.7,0,10.6,90
10/20/2012,30.1,15.4,0,20.8,189
10/21/2012,31.4,22.5,0,22.1,177
10/22/2012,28.3,22.5,2.8,20.9,163
10/23/2012,28.5,20.6,0.3,16.9,165
10/24/2012,29.2,19.6,0,19.8,167
10/25/2012,29.7,20,0,19.2,172
10/26/2012,22,11,2.3,26,5
10/27/2012,14.8,10,0,21.7,12
10/28/2012,17.7,8.3,0,11.3,31
10/29/2012,19.3,7,0,7.9,70
10/30/2012,23.8,8.3,0,11.4,193
10/31/2012,27.5,13.9,0,11.1,202
11/1/2012,28.8,16.5,0,10.9,211
11/2/2012,27.9,17.8,0,15.2,192
11/3/2012,27.3,19.2,0.4,14.7,171
11/4/2012,26.7,16.8,2,8.8,12
11/5/2012,29.2,16.2,0,15.3,300
11/6/2012,24.7,13.2,0,11.2,45
11/7/2012,26.6,13.7,0,10.9,233
11/8/2012,27.9,14.6,0,22.3,179
11/9/2012,28,17.9,0,27.8,173
11/10/2012,27.2,19,0,26.1,170
11/11/2012,27.4,19.5,0,27.2,199
11/12/2012,18.3,9.8,0,22,15
11/13/2012,13.6,7.1,0,13.9,63
11/14/2012,16.9,10.4,0,9.2,104
11/15/2012,15.2,9.6,0,8.1,137
11/16/2012,19.2,11.2,0,15.3,43
11/17/2012,19.2,6.2,0,8,77
11/18/2012,22,8,0,14.1,160
11/19/2012,22.5,11.8,0,13.6,185
11/20/2012,26.1,13.1,0,10,219
11/21/2012,25.3,14.1,0,10.9,192
11/22/2012,25,12.8,0,20,193
11/23/2012,22,14.5,0.2,21.2,2
11/24/2012,17.4,10.1,0,15.8,44
11/25/2012,23,9.5,0,20.6,201
11/26/2012,27.3,15.4,1,16.3,216
11/27/2012,16.9,10.5,0.6,22.8,0
11/28/2012,18.6,5.7,0,9,115
11/29/2012,21.9,7,0,16.4,184
11/30/2012,24.8,14.8,0,14.5,192
12/1/2012,26.1,18.5,0.1,20.8,191
12/2/2012,25.4,18.9,0.6,18.9,186
12/3/2012,26.1,16.9,0,19.5,188
12/4/2012,22.6,16,3.4,14.6,329
12/5/2012,21.2,11.4,0,14.8,19
12/6/2012,21.1,8.8,0,15.2,183
12/7/2012,23.2,13,0,12,182
12/8/2012,24.3,16.9,0.5,12.4,185
12/9/2012,24.9,13,2.7,22.4,204
12/10/2012,13,4.3,0,32.7,352
12/11/2012,11.1,1.5,0,8.8,47
12/12/2012,14.4,1.8,0,9.7,140
12/13/2012,17.2,2.3,0,14.5,159
12/14/2012,20.4,12.6,0.6,21.3,152
12/15/2012,21.7,16.1,3.2,18.8,160
12/16/2012,21.5,14.3,0.8,13.2,268
12/17/2012,22.3,12.2,0,21,288
12/18/2012,25,10.9,0,17,206
12/19/2012,26.1,17,1.3,29.2,185
12/20/2012,18.7,6.3,0,36.6,334
12/21/2012,15.2,1.4,0,10.8,232
12/22/2012,19.1,4.7,0,23.2,191
12/23/2012,23.4,13.8,0,20.4,217
12/24/2012,19.4,10.1,0,14.8,18
12/25/2012,20,1.7,1.6,32.8,308
12/26/2012,7.1,-1.4,0,27.9,348
12/27/2012,10.9,-0.2,0.4,8,102
12/28/2012,17,5.3,1,24.2,339
12/29/2012,10.7,2.1,0,21.5,4
12/30/2012,10.4,0.7,0,13.7,113
12/31/2012,17.5,9.1,1.6,21.3,157
1/1/2013,14.8,7.1,8.1,19.8,8
1/2/2013,6.8,2.3,0,17.3,6
1/3/2013,7.2,2,0.1,14.5,15
1/4/2013,6.6,3.1,7.3,14.9,18
1/5/2013,10.8,4.1,0.2,7.7,13
1/6/2013,14,1.7,0,16.2,354
1/7/2013,12.4,1.7,0,10.6,73
1/8/2013,14.1,8.4,45.6,15.4,43
1/9/2013,17.3,11.3,77.7,25.5,353
1/10/2013,17.5,6.8,0,21.7,241
1/11/2013,21.3,8.3,0,25.6,195
1/12/2013,23.3,11.7,2.4,25.6,187
1/13/2013,11.1,3.6,3.1,25.7,357
1/14/2013,8,1,0,19.4,24
1/15/2013,5.4,2.3,0.9,21.1,1
1/16/2013,10.4,0,0,17.6,318
1/17/2013,16.2,1.6,0,14.6,331
1/18/2013,15.2,2.4,0,11,122
1/19/2013,17.7,5,0,15,198
1/20/2013,20,6.6,0,10.5,218
1/21/2013,19.9,8,0,10.7,214
1/22/2013,19.6,7.9,0,14.2,160
1/23/2013,21.3,9.4,0,16.8,199
1/24/2013,23.9,14.4,0,18.6,205
1/25/2013,23.8,14.8,0,18.4,200
1/26/2013,21.7,14.2,0.1,14.3,83
1/27/2013,23.6,15,0.2,23.4,169
1/28/2013,24.1,19.3,0.9,30.2,174
1/29/2013,28.4,16.4,3.2,29.5,194
1/30/2013,15.2,7,0,28.8,313
1/31/2013,17.5,3.8,0,18.8,226
2/1/2013,19.5,7.2,0,19.3,186
2/2/2013,22,7.9,0,15.8,196
2/3/2013,19.3,11.7,0,16.4,88
2/4/2013,23.4,14.1,3,20.9,194
2/5/2013,24.2,10.5,0,11.8,333
2/6/2013,20.8,14.1,10.8,14,149
2/7/2013,25.1,10.1,0,21.5,239
2/8/2013,18.7,10.2,0,21.3,21
2/9/2013,18.6,10.5,3.9,17.9,133
2/10/2013,19.1,14.4,6.9,22.8,299
2/11/2013,13.8,9.8,13.2,18.6,53
2/12/2013,20.8,10.2,6.5,20.2,332
2/13/2013,15.5,4.7,0,22.9,351
2/14/2013,18.9,4.2,0,14.4,193
2/15/2013,16.6,5.1,0.3,20.2,19
2/16/2013,17,2.8,0,13.8,288
2/17/2013,19.9,5.9,0,24.4,194
2/18/2013,25.1,13.8,0.2,25.3,209
2/19/2013,18.1,8,0,17.6,68
2/20/2013,18.3,10,10.5,26,110
2/21/2013,23.6,12.2,3.9,26.6,234
2/22/2013,15.8,7.5,0,20.3,20
2/23/2013,20.8,5.3,0,17.1,22
2/24/2013,21.1,6,0,22.5,144
2/25/2013,16.4,8.5,2.7,41.1,278
2/26/2013,19.4,6,0,31,299
2/27/2013,17.1,8.1,0,25.7,320
2/28/2013,16,4.4,0,17.4,356
3/1/2013,20,2.6,0,20.3,329
3/2/2013,16.8,5.1,0,18.8,350
3/3/2013,22.9,4.3,0,24.7,193
3/4/2013,28.9,12.1,0,24.1,202
3/5/2013,18.4,10.1,0,32.4,357
3/6/2013,17.6,4.4,0,13,47
3/7/2013,22.3,6,0,19.3,161
3/8/2013,20.4,14.2,2.2,20.3,143
3/9/2013,23.4,16.6,0.8,28.1,164
3/10/2013,18.9,10.4,14.5,32,339
3/11/2013,18.6,4.7,0,16.8,329
3/12/2013,23.8,4.7,0,16.9,190
3/13/2013,23,6.7,0,13.6,119
3/14/2013,24.3,8.5,0,17.7,189
3/15/2013,26.2,11.5,0,22.7,192
3/16/2013,28.2,13.6,0,24.3,184
3/17/2013,29,17.1,0,21.1,182
3/18/2013,32.3,17.2,0,20.6,321
3/19/2013,29.2,12.1,2.6,15.5,92
3/20/2013,22,12.6,7.4,24.5,39
3/21/2013,24.4,13.6,0,27.5,182
3/22/2013,27.4,17.2,0.1,19.6,181
3/23/2013,24.8,12.9,1.3,15.5,44
3/24/2013,16.9,7.3,0.6,32.8,351
3/25/2013,14.6,4.7,0,15.9,37
3/26/2013,17.6,3.2,0,12.5,89
3/27/2013,19,6,0,19.6,168
3/28/2013,21.5,13.8,0.4,19.7,166
3/29/2013,24.4,14.2,0,20.2,168
3/30/2013,26.2,15.9,0,20.2,186
3/31/2013,27.5,17.6,1.2,17.1,196
4/1/2013,27.9,15.1,0,17.9,122
4/2/2013,25,17.8,9.9,16.6,127
4/3/2013,17.6,12.6,16.5,20.6,356
4/4/2013,18.1,8.2,0,21,339
4/5/2013,20.8,5.5,0,12.1,99
4/6/2013,26.7,10.8,0,23.2,175
4/7/2013,28.5,14.7,0,22.5,168
4/8/2013,25.2,17.6,0.3,23.9,165
4/9/2013,30.9,19.8,0.1,26.8,155
4/10/2013,21.9,10,6.3,30.9,1
4/11/2013,19.1,6.9,0.3,21.2,21
4/12/2013,25.6,9.6,0,14.7,142
4/13/2013,26,10.9,0,15.1,136
4/14/2013,30.7,13,0,20.2,200
4/15/2013,31,19.2,0,20,169
4/16/2013,31,20,0.1,23,152
4/17/2013,29.7,21.4,0.5,28.9,155
4/18/2013,22.9,13,12.5,30.4,353
4/19/2013,19.4,8.4,0,22.9,3
4/20/2013,21.1,6.3,0,19.6,145
4/21/2013,24.5,10.1,0,17.9,128
4/22/2013,28.4,12.6,0,20.8,175
4/23/2013,25,13.9,4.5,22.6,167
4/24/2013,18.1,6.7,0.5,26.4,6
4/25/2013,21,12.9,0,15.5,61
4/26/2013,26.5,16.7,2.9,25.3,169
4/27/2013,25.9,18.8,12.1,18.1,153
4/28/2013,26.6,18.7,2.1,12.8,158
4/29/2013,26.6,16.8,4.4,17.7,162
4/30/2013,26.7,17.7,1.1,10.7,160
5/1/2013,27.9,18.8,0,13,159
5/2/2013,22,10.9,0,31.9,342
5/3/2013,19.8,7.9,0,30.2,349
5/4/2013,26.8,9.3,0,18.4,224
5/5/2013,25.3,11.3,0,15,13
5/6/2013,24.2,10.1,0,8.1,106
5/7/2013,28.2,12.4,0,15.5,168
5/8/2013,26.9,15.9,0.2,20,165
5/9/2013,26.7,19,8.1,21.3,166
5/10/2013,27.7,19.6,14.1,18.6,36
5/11/2013,26.1,17.5,0,18.3,13
5/12/2013,25.6,16,0,13.4,40
5/13/2013,27.6,14.2,0,12.4,145
5/14/2013,28.5,16.4,0,19.6,174
5/15/2013,28.9,20.2,2.9,26,173
5/16/2013,33.4,21.2,0,22.7,170
5/17/2013,33.8,22.4,0,18.4,165
5/18/2013,34.2,21.7,0,25.6,169
5/19/2013,34.1,21.7,0,24.9,166
5/20/2013,33.6,22.7,0,23.3,163
5/21/2013,31.5,21.6,6.1,30.2,169
5/22/2013,32.3,17.7,0,14.3,70
5/23/2013,32,22,0,18.7,146
5/24/2013,28.1,23,5.3,14.1,131
5/25/2013,25.9,20.7,29.1,14.8,133
5/26/2013,28.4,21.5,2.6,17.5,162
5/27/2013,29.1,20.8,0.8,22,171
5/28/2013,29.7,22.1,0.5,25.8,164
5/29/2013,28.6,22.7,2.1,29.3,164
5/30/2013,30.2,22.8,0.6,24.7,170
5/31/2013,30.9,23.3,0,20.8,177
6/1/2013,33.2,23.6,2.2,24.3,176
6/2/2013,28.6,20.7,18.3,16.4,50
6/3/2013,31.5,17.7,0,8.1,107
6/4/2013,32.5,19.9,0,14.4,160
6/5/2013,32.7,20.1,0,16.1,169
6/6/2013,33,21.4,0,23.4,58
6/7/2013,28.3,20.2,0.2,14.8,39
6/8/2013,31.1,17.8,4.5,15.3,141
6/9/2013,28.7,23.2,7.9,16,153
6/10/2013,32.4,21.1,0,14.5,166
6/11/2013,32,22.4,0.5,16,171
6/12/2013,32.8,23.1,1,15.5,170
6/13/2013,32.9,22.6,1.9,13.9,176
6/14/2013,31.8,23.1,0.7,11.9,157
6/15/2013,31.5,23.9,0,12.2,176
6/16/2013,33.2,23.8,0,17.2,178
6/17/2013,34.6,24,0,16.3,186
6/18/2013,32.3,24.3,1.8,16.9,180
6/19/2013,34.8,23.8,0,18.9,167
6/20/2013,34.9,23.6,0,19.1,175
6/21/2013,35.5,23.5,0,19.8,172
6/22/2013,34.9,23.8,0,21.5,171
6/23/2013,34.4,24,0,20.5,166
6/24/2013,35.1,23.9,0,23,165
6/25/2013,36.5,24.8,0,22.5,172
6/26/2013,36.9,24.5,0,21.7,178
6/27/2013,36.7,24.2,0,18.1,173
6/28/2013,38.5,23.8,0.4,13.7,213
6/29/2013,40.6,26.3,0.8,15.5,10
6/30/2013,35.9,26.4,0,14.3,348
7/1/2013,32.1,24.4,0,17.3,24
7/2/2013,32.3,21.7,0,11.6,14
7/3/2013,33.6,22,0,12,39
7/4/2013,33.2,21.3,0,13.2,158
7/5/2013,34.1,22,0,19.5,150
7/6/2013,35.3,21.9,0,20.8,137
7/7/2013,34.8,24.1,0,21.8,130
7/8/2013,30.6,22.8,8.3,15.6,160
7/9/2013,34.7,22.9,0,17.1,166
7/10/2013,35.1,24.4,0,16,175
7/11/2013,35.4,24,0,15.5,184
7/12/2013,36.1,24.4,0.2,15.9,175
7/13/2013,38,24.2,0,11.6,154
7/14/2013,35.5,26.2,0.2,16.2,141
7/15/2013,29.4,23.1,11.4,14.3,106
7/16/2013,30.9,22.2,8.9,16.8,98
7/17/2013,29.9,22,6.7,14.7,85
7/18/2013,31.8,22.2,0.5,11.2,91
7/19/2013,33.5,21.8,0,16.6,145
7/20/2013,33.8,23.2,1.1,20,161
7/21/2013,33.9,23.7,1.9,19.8,175
7/22/2013,35.4,25,0.3,20.2,177
7/23/2013,36.6,24.9,0,19.5,182
7/24/2013,36.1,24,0,17.2,187
7/25/2013,37.7,24.2,0,19,174
7/26/2013,37.1,24.9,0.4,16.6,195
7/27/2013,32.5,26.5,0.4,15.8,30
7/28/2013,36.2,25.5,0,17.4,135
7/29/2013,37.4,25.6,0,21.7,172
7/30/2013,37.8,24.9,0,20.3,179
7/31/2013,38.2,24.1,0,18.4,180
8/1/2013,38,24.9,0,15.9,169
8/2/2013,37.5,25.8,0,21,179
8/3/2013,37.3,24.8,0,20.5,175
8/4/2013,36.2,25.4,0,19.7,173
8/5/2013,37.8,24.8,0,21.1,181
8/6/2013,38.5,24.9,0,20.5,184
8/7/2013,38.3,24.6,0,21.2,182
8/8/2013,38.2,24.6,0,19.7,178
8/9/2013,37.1,23.8,0,17.4,165
8/10/2013,37.4,25.2,0,21.1,120
8/11/2013,35.9,24.4,0,17,153
8/12/2013,35.6,24.7,0,14.8,187
8/13/2013,37.7,25.1,0,16.8,195
8/14/2013,37.2,25.8,6.3,16.8,184
8/15/2013,34.9,25.6,2.9,11.7,55
8/16/2013,34.5,23.7,0,14.9,13
8/17/2013,34.1,23.2,0,15.7,47
8/18/2013,34.7,21.6,0,12.1,51
8/19/2013,34.6,23.1,0,12.2,120
8/20/2013,33.9,22.8,0,16.3,134
8/21/2013,34.8,23.8,0.2,15.7,161
8/22/2013,35.1,23.9,0,11.2,124
8/23/2013,36,24.7,0,13.6,128
8/24/2013,36.9,25.8,0,17.4,103
8/25/2013,34.2,25.7,0.2,19.1,81
8/26/2013,30.3,23,13.1,19.5,97
8/27/2013,30.2,22.8,3.9,15,139
8/28/2013,33,22,0,11.7,166
8/29/2013,34.6,23,0,10.5,212
8/30/2013,36.6,25.1,0,13,209
8/31/2013,36.5,24.4,0,14.7,185
9/1/2013,36.7,24.4,0,14.4,176
9/2/2013,35.7,24.9,0.6,13.4,182
9/3/2013,36.6,24.8,0,12.2,187
9/4/2013,37.1,26.1,0,13.1,185
9/5/2013,35.9,25.1,0,15.6,126
9/6/2013,34.8,25.2,0,16.6,127
9/7/2013,34.8,25,6,15.3,117
9/8/2013,32.4,23.7,0.4,14.2,120
9/9/2013,32,22.4,0.6,16.6,122
9/10/2013,31.3,23,4.2,18.8,122
9/11/2013,33.1,22.8,0.5,12.3,109
9/12/2013,33.5,21.9,0,10.3,93
9/13/2013,34.7,22.6,0,14.1,111
9/14/2013,34.2,22.2,0,14.6,127
9/15/2013,32.7,23.4,0,14,106
9/16/2013,31,24.4,5.8,15,86
9/17/2013,32,23.9,1.1,13.4,96
9/18/2013,32.2,23.1,0,12.2,138
9/19/2013,31.9,23.8,9.5,10.4,125
9/20/2013,27.9,21,38.7,23.4,48
9/21/2013,26.9,20.7,1.2,22.9,12
9/22/2013,27.2,17.1,0,13.5,27
9/23/2013,29.2,15,0,9.7,79
9/24/2013,32.6,18.1,0,10.5,32
9/25/2013,32.8,19.9,0,11.3,135
9/26/2013,31.5,19.8,0,16.4,171
9/27/2013,30.9,23.9,3.4,19.6,157
9/28/2013,31.5,23.2,31.6,20.6,163
9/29/2013,23.6,18.6,20.3,17.7,3
9/30/2013,29,17.4,0,9.5,188
10/1/2013,29.8,20.2,0,14.3,156
10/2/2013,29.3,22.4,1.2,14.9,152
10/3/2013,30.4,23.1,0.5,15.7,172
10/4/2013,30.8,22.2,0,19.7,174
10/5/2013,29.9,17.4,0,22.8,348
10/6/2013,25.6,14.5,1.5,20.9,359
10/7/2013,27.2,13.1,0,9.5,333
10/8/2013,27.6,15.3,0,8.8,173
10/9/2013,27.7,13.6,0,13,164
10/10/2013,29.5,16.5,0,19.7,156
10/11/2013,29.5,21,5.2,18.3,173
10/12/2013,30.6,21.9,10.3,13.8,159
10/13/2013,25.7,21.4,28.6,14.4,76
10/14/2013,27.1,21.7,6.2,15,145
10/15/2013,27.8,20.7,0.3,20,193
10/16/2013,18.5,12.9,8.5,18.8,357
10/17/2013,21.7,12.2,0,11.5,22
10/18/2013,22,13.3,0.3,9.4,102
10/19/2013,19.1,9.7,0,24,3
10/20/2013,21.5,8.8,0,12.7,167
10/21/2013,24.9,15,4.9,17,208
10/22/2013,22.1,13.6,0,18.6,0
10/23/2013,25.8,10.6,0,10.1,250
10/24/2013,25.6,12.4,0,10.6,208
10/25/2013,24.6,11.6,0,15.1,142
10/26/2013,25.4,15.7,1.6,18.3,154
10/27/2013,23.7,17.7,2.5,13,47
10/28/2013,26.5,17.2,0,20.6,149
10/29/2013,28.2,20.5,0,22.3,162
10/30/2013,26.9,21,49.8,20,177
10/31/2013,27.2,14.6,29.8,19.2,277
11/1/2013,26.9,11.7,0,22.4,270
11/2/2013,21.1,12.5,0,21.5,358
11/3/2013,18.9,8.1,0.4,15.9,126
11/4/2013,19.8,14.5,1.5,18.3,137
11/5/2013,25.3,17.7,0.5,16.9,146
11/6/2013,21.6,12.8,7,24.7,351
11/7/2013,16.7,8.3,0,20,14
11/8/2013,17.3,10.2,0,10.8,82
11/9/2013,20,11.7,0.4,14.2,164
11/10/2013,20.3,14.5,0,9.3,76
11/11/2013,22.3,12.1,0,9.5,52
11/12/2013,16.9,9.4,0,29.3,7
11/13/2013,11.5,3,0,19.6,25
11/14/2013,15.1,2,0.2,16.2,171
11/15/2013,22.6,9.3,0,16,195
11/16/2013,26.2,15.8,0,27.4,189
11/17/2013,29.1,20,0,17.9,198
11/18/2013,23.5,16.3,0,13.8,20
11/19/2013,20.3,13.1,0,12.5,88
11/20/2013,20.9,14.3,0.5,13.3,135
11/21/2013,25.2,18.9,5.3,15.5,161
11/22/2013,20.9,4,32.4,26.5,356
11/23/2013,5.6,3,0.3,24.2,358
11/24/2013,6.5,2.2,1.5,20.7,18
11/25/2013,3.3,1.5,16.9,19.8,9
11/26/2013,9.1,3,0,26.3,337
11/27/2013,9.1,1.6,0,20.5,3
11/28/2013,10.8,1,0,10.3,143
11/29/2013,15,0.8,0,10.8,120
11/30/2013,18.4,8.1,0,15.1,167
12/1/2013,20.9,13,0,17.5,215
12/2/2013,24.2,12.5,0,15.9,245
12/3/2013,25.9,13.6,0,16.1,237
12/4/2013,23.8,14.1,0,15.2,201
12/5/2013,18.5,3.6,1,25.2,356
12/6/2013,3.6,0.1,0.5,24.9,353
12/7/2013,-0.2,-2.6,0.1,22.6,6
12/8/2013,8.7,-1.8,0,9,147
12/9/2013,3,0,1,22.3,10
12/10/2013,6.7,-2.5,0,20.8,1
12/11/2013,12.5,-1.8,0,11.8,29
12/12/2013,11,1.1,0,13.3,24
12/13/2013,10.3,4.9,2.4,13.3,199
12/14/2013,11.4,5.6,0,28,325
12/15/2013,13.7,1,0,18.4,338
12/16/2013,16.7,2.7,0,13.5,217
12/17/2013,19.5,4.3,0,11.8,214
12/18/2013,18.9,5.9,0,18.6,195
12/19/2013,22.8,12,0,29.7,182
12/20/2013,23,16.8,0,20.3,172
12/21/2013,20.8,13,11.9,25.1,237
12/22/2013,12.8,5.2,0,22.1,335
12/23/2013,11.7,0.4,0,16.2,13
12/24/2013,13.1,0.6,0,14.5,155
12/25/2013,13.1,3,0,14.1,107
12/26/2013,11.7,5.6,0,14,5
12/27/2013,13.9,7,1.5,7.5,25
12/28/2013,14.2,5,0,10.6,201
12/29/2013,17.2,5.1,0.1,22.6,291
12/30/2013,7.9,1,0,21.3,348
12/31/2013,11.6,2.3,0,9.7,59
1/1/2014,16.6,5.4,0,20.3,211
1/2/2014,9.7,1.6,0,27.2,353
1/3/2014,11.7,-2.3,0,18.8,151
1/4/2014,19.5,5.7,0,25.1,196
1/5/2014,13.3,2.5,0,30,336
1/6/2014,1.8,-4.2,0,25.3,11
1/7/2014,6.6,-4.6,0,16.2,183
1/8/2014,12.5,4.5,0,13.4,179
1/9/2014,16.7,11.6,0,14.7,169
1/10/2014,20.6,14.9,1.2,21.3,196
1/11/2014,21,10.6,0,18.1,324
1/12/2014,19.8,7.8,0.5,24.7,191
1/13/2014,18.6,8.3,0,24.3,309
1/14/2014,21.8,5.5,0,23.8,272
1/15/2014,16.3,5,0,22.4,335
1/16/2014,19.1,6.1,0,16.6,216
1/17/2014,16,7.6,0,18.8,26
1/18/2014,19.4,3.8,0,17.9,210
1/19/2014,20,6.3,0,14.5,312
1/20/2014,25.4,8.8,0,23,236
1/21/2014,16.4,6.9,0,27,1
1/22/2014,19.4,3.8,0,17.6,198
1/23/2014,10,-2.2,2.5,30.2,18
1/24/2014,4,-3,1.5,23.8,351
1/25/2014,19.2,-0.9,0,13.4,244
1/26/2014,22.9,5.8,0,22.6,219
1/27/2014,14,4.8,0,30.9,1
1/28/2014,4.3,-2.6,1.1,22.6,8
1/29/2014,7.3,-3.2,0,17,128
1/30/2014,17.4,-0.3,0,25.4,191
1/31/2014,24,9.7,0,21,184
2/1/2014,22.4,17,1.7,22.8,174
2/2/2014,17.3,3.6,5.8,28.1,360
2/3/2014,9.2,2,0.1,19.1,38
2/4/2014,17.2,5.4,4.6,11.4,271
2/5/2014,6.6,0.1,0,24.1,12
2/6/2014,-0.3,-3.2,0.6,21.1,10
2/7/2014,0.6,-2.4,0.6,11.3,32
2/8/2014,16.4,-0.6,0,17,205
2/9/2014,20.6,5,0,17.2,209
2/10/2014,13.1,2.4,2.5,22.7,5
2/11/2014,2.2,0.3,2.6,22.4,1
2/12/2014,11.9,-0.8,0,17.4,348
2/13/2014,17.7,0.6,0,16.6,205
2/14/2014,27.1,7,0,23,277
2/15/2014,22,6.1,0,17.6,137
2/16/2014,23.2,11.8,0,17.2,177
2/17/2014,23.6,15.8,0,18.8,122
2/18/2014,24.2,15.5,0.4,18.1,183
2/19/2014,25.8,15,0,21.7,174
2/20/2014,27.8,15.1,0,22,258
2/21/2014,19.7,7.3,0,20.4,116
2/22/2014,23.7,7.1,0,20.2,179
2/23/2014,27.1,15.1,0,16.1,175
2/24/2014,22.3,12.8,0.8,15.5,54
2/25/2014,22.6,12.8,1.6,16.6,85
2/26/2014,12.2,2.4,4.1,29.7,6
2/27/2014,13.2,-0.2,0,13.3,149
2/28/2014,25.3,5.7,0,18.8,202
3/1/2014,27,12.4,0,20.3,180
3/2/2014,21.7,1.5,8.7,30.5,358
3/3/2014,6.1,-4.4,1,28.2,4
3/4/2014,6.9,-1.4,15.4,13.6,54
3/5/2014,13.6,2.9,1.3,10.9,128
3/6/2014,16.1,6.2,0,14.7,353
3/7/2014,19.2,4.6,0.3,20.3,168
3/8/2014,16,7.9,14.7,22.3,15
3/9/2014,11.4,5,5.3,22,360
3/10/2014,19.1,7.9,3.9,14.1,216
3/11/2014,24.2,12.2,0,17.8,220
3/12/2014,16.8,9.1,0,32.9,353
3/13/2014,17.2,4.2,0,17.4,121
3/14/2014,21.7,8,0,18.9,177
3/15/2014,23.2,16.2,2.4,16,173
3/16/2014,17,9,0,32,339
3/17/2014,18.4,5.2,0.5,25.2,337
3/18/2014,25.3,8.8,0,22.1,187
3/19/2014,19.9,11.1,0,22.9,15
3/20/2014,22.2,7.9,0,11.2,77
3/21/2014,24.7,12,0,27,182
3/22/2014,24.7,16.2,0,13.6,161
3/23/2014,19.9,12.1,0.1,29.3,13
3/24/2014,16.9,10.1,0,13.3,31
3/25/2014,19.8,7.7,0,18.8,52
3/26/2014,17.2,11.1,6.6,32.2,161
3/27/2014,26.3,15.2,1.9,22.5,181
3/28/2014,29.1,18.5,0.4,17.4,228
3/29/2014,24.3,12.3,0,19.9,25
3/30/2014,24.8,9.7,0,22.1,144
3/31/2014,27.4,13.9,0,23.1,177
4/1/2014,28.1,16.9,0.7,21.4,162
4/2/2014,27.4,20.3,1.5,33.3,166
4/3/2014,27.4,20.8,0,22.7,172
4/4/2014,21.1,13.4,0,27.4,15
4/5/2014,19.1,12.3,1.9,15.4,63
4/6/2014,15.1,12.2,23.6,19.9,8
4/7/2014,22.2,6.3,2.3,18.9,337
4/8/2014,23,11.7,0,25.8,329
4/9/2014,26.1,9,0,19.2,179
4/10/2014,28.1,13.7,0,26,181
4/11/2014,28.2,14.5,0,20.8,172
4/12/2014,28.8,17,0,24.8,170
4/13/2014,26.5,18.6,0.7,23.5,173
4/14/2014,21.3,11.9,4.3,34.7,351
4/15/2014,16.9,6.6,0,22.5,24
4/16/2014,21.3,6,0,21.3,156
4/17/2014,19.3,12.8,2.2,15.5,115
4/18/2014,22.6,14.7,0.6,11.5,66
4/19/2014,26,12.8,0,17,146
4/20/2014,22.4,15.3,0.8,17.2,160
4/21/2014,25.3,16.2,0,16.2,189
